Title,Date,Language,Author,MGender,CGender,NGender,journal,publisher,topics
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Hugo A,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Christian Erbel1,unknown,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites,2014-11-01,English,Abdullah M,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites,2014-11-01,English,Hadi M,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites,2014-11-01,English,Sher Bahadar,unknown,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites,2014-11-01,English,Thomas J,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims",2014-11-01,English,Giuseppe Craparo,male,male,male,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims",2014-11-01,English,Alessio Gori,male,male,male,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims",2014-11-01,English,Elvira Mazzola,female,female,female,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims",2014-11-01,English,Irene Petruccelli,female,female,female,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims",2014-11-01,English,Monica Pellerone,female,female,female,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims",2014-11-01,English,Giuseppe Rotondo3,male,male,male,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Survival benefit of adjuvant radiotherapy in stage III and IV bladder cancer: results of 170 patients,2014-11-01,English,Yasser Bayoumi,male,male,male,Cancer Management and Research ,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Survival benefit of adjuvant radiotherapy in stage III and IV bladder cancer: results of 170 patients,2014-11-01,English,Tarek Heikal,male,male,male,Cancer Management and Research ,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Survival benefit of adjuvant radiotherapy in stage III and IV bladder cancer: results of 170 patients,2014-11-01,English,Hossam Darweish2,male,male,male,Cancer Management and Research ,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells,2014-11-01,English,Stephanie Tomcin,female,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells,2014-11-01,English,Grit Baier,unknown,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells,2014-11-01,English,Katharina Landfester,female,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells,2014-11-01,English,Volker Mail&amp;auml;nder1,unknown,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system,2014-11-01,English,Wenjie Sun,unknown,male,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system,2014-11-01,English,Ding Qu,unknown,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system,2014-11-01,English,Jing Zhou11Key,unknown,female,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system,2014-11-01,English,Yan Chen,unknown,female,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system,2014-11-01,English,Congyan Liu,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system,2014-11-01,English,Jing Zhou11Key,unknown,female,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Comparison of prophylactic higher fluence corneal cross-linking to control, in myopic LASIK,&amp;nbsp;one year results",2014-11-01,English,Anastasios John,male,male,male,Clinical Ophthalmology,Dove Press,"['\n', 'Ophthalmology', 'RE1-994', 'Medicine', 'R']"
"Comparison of prophylactic higher fluence corneal cross-linking to control, in myopic LASIK,&amp;nbsp;one year results",2014-11-01,English,George Asimellis,male,male,male,Clinical Ophthalmology,Dove Press,"['\n', 'Ophthalmology', 'RE1-994', 'Medicine', 'R']"
"Comparison of prophylactic higher fluence corneal cross-linking to control, in myopic LASIK,&amp;nbsp;one year results",2014-11-01,English,Costas Karabatsas1,male,male,male,Clinical Ophthalmology,Dove Press,"['\n', 'Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation,2014-11-01,English,Tianpeng Zhang,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation,2014-11-01,English,Guijiang Chen,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation,2014-11-01,English,Tianpeng Zhang,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation,2014-11-01,English,Zhiguo Ma,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation,2014-11-01,English,Baojian WuDivision,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus,2014-11-01,English,Mario Bernaba,male,male,male,Journal of Pain Research,Dove Press,"['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus,2014-11-01,English,Kevin A,male,male,male,Journal of Pain Research,Dove Press,"['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus,2014-11-01,English,Jiang-Ti Kong,unknown,unknown,male,Journal of Pain Research,Dove Press,"['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus,2014-11-01,English,Sean MackeyStanford,male,male,male,Journal of Pain Research,Dove Press,"['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
UR Well Eye Care: a model for medical student ophthalmology education and service in the community,2014-11-01,English,Kyle MacLean,unknown,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
UR Well Eye Care: a model for medical student ophthalmology education and service in the community,2014-11-01,English,Holly B,female,female,female,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Myocardial T1 mapping: where are we now and where are we going?,2014-11-01,English,Amna Abdel-Gadir,female,female,female,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Myocardial T1 mapping: where are we now and where are we going?,2014-11-01,English,Thomas A,male,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Myocardial T1 mapping: where are we now and where are we going?,2014-11-01,English,James C,male,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Ikuko Anan,female,female,female,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Kenichi Hongo,male,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Makoto Kawai,male,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Kazuo Ogawa,male,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Toru Sakuma,male,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Kunihiko Fukuda,unknown,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Ikuo Taniguchi,unknown,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography,2014-11-01,English,Michihiro Yoshimura1,unknown,male,male,Research Reports in Clinical Cardiology,Dove Press,"['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Pinar Mega,female,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Latife Baloglu,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Sevgi Ozden,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Zerrin Ozgen,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Hazan Ozyurt,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Makbule Eren,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma",2014-11-01,English,Oya Orun11Department,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Fang-Jing Ma,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Guang-Yu Liu,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Li Qu,unknown,female,female,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Shuang Hao,unknown,unisex,unknown,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Guang-Yu Liu,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Jiong Wu,unknown,unisex,male,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China,2014-11-01,English,Zhi-Ming Shao1,unknown,unisex,female,OncoTargets and Therapy,Dove Press,"['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Necrotizing RPGN with linear anti IgG deposits in a patient with history of granulomatosis with polyangiitis: a case report,2014-11-01,English,Ninad Parekh,male,male,male,International Journal of Nephrology and Renovascular Disease ,Dove Press,"['Diseases of the genitourinary system. Urology', 'RC870-923', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Necrotizing RPGN with linear anti IgG deposits in a patient with history of granulomatosis with polyangiitis: a case report,2014-11-01,English,Edward Epstein,male,male,male,International Journal of Nephrology and Renovascular Disease ,Dove Press,"['Diseases of the genitourinary system. Urology', 'RC870-923', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Necrotizing RPGN with linear anti IgG deposits in a patient with history of granulomatosis with polyangiitis: a case report,2014-11-01,English,Suzanne El-Sayegh,female,female,female,International Journal of Nephrology and Renovascular Disease ,Dove Press,"['Diseases of the genitourinary system. Urology', 'RC870-923', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
The Mobi-C cervical disc for one-level and two-level cervical disc replacement: a review of the literature,2014-11-01,English,Matthew D,male,male,male,Medical Devices : Evidence and Research,Dove Press,"['Medical technology', 'R855-855.5', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
The Mobi-C cervical disc for one-level and two-level cervical disc replacement: a review of the literature,2014-11-01,English,Thomas E,male,male,male,Medical Devices : Evidence and Research,Dove Press,"['Medical technology', 'R855-855.5', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
Profile of aripiprazole in the treatment of bipolar disorder in children and adolescents,2014-11-01,English,misparsed,unknown,unknown,misparsed,Adolescent Health,Dove Press,"['Pediatrics', 'RJ1-570', 'Medicine', 'R']"
Pediatric clinical trials: a US perspective,2014-11-01,English,Matthew J,male,male,male,Open Access Journal of Clinical Trials,Dove Press,"['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
Pediatric clinical trials: a US perspective,2014-11-01,English,Margo L,female,female,female,Open Access Journal of Clinical Trials,Dove Press,"['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Rasaaq A,unknown,unknown,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Amanze N,unknown,unknown,female,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Michael O,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Anthony O,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Tuoyo O,unknown,unknown,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Victor O,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Olaniyi J,unknown,unknown,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Luqman A,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Olufemi E,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Suraj A,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria",2014-11-01,English,Omolola A,female,female,female,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Ting Gui,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Keng Shen,male,male,unknown,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Yang Xiang,unknown,female,unknown,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Lingya Pan,unknown,unknown,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Jinghe Lang,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Ming Wu,unknown,female,unknown,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Huifang Huang,unknown,unknown,unknown,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Dongyan Cao,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?",2014-11-01,English,Jiaxin YangDepartment,female,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Virulence and antimicrobial resistance of Escherichia coli isolated from Tigris River and children diarrhea,2014-11-01,English,Israa AJ,female,female,female,Infection and Drug Resistance,Dove Press,"['Infectious and parasitic diseases', 'RC109-216', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Virulence and antimicrobial resistance of Escherichia coli isolated from Tigris River and children diarrhea,2014-11-01,English,Rana M,unknown,female,female,Infection and Drug Resistance,Dove Press,"['Infectious and parasitic diseases', 'RC109-216', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Virulence and antimicrobial resistance of Escherichia coli isolated from Tigris River and children diarrhea,2014-11-01,English,Mahmoud I,male,male,male,Infection and Drug Resistance,Dove Press,"['Infectious and parasitic diseases', 'RC109-216', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Clinical utility of fixed-dose combinations in hypertension: evidence for the potential of nebivolol/valsartan,2014-11-01,English,Jasmina Varagic,female,female,female,Integrated Blood Pressure Control,Dove Press,"['Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Clinical utility of fixed-dose combinations in hypertension: evidence for the potential of nebivolol/valsartan,2014-11-01,English,Henry Punzi,male,male,male,Integrated Blood Pressure Control,Dove Press,"['Internal medicine', 'RC31-1245', 'Medicine', 'R']"
