"","Title","Date","Language","Author","MGender","CGender","journal","publisher","topics","RGender"
"316","Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites","2014-11-01","English","Sher","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"317","Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites","2014-11-01","English","Thomas","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"318","Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims","2014-11-01","English","Giuseppe","male","male","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"319","Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims","2014-11-01","English","Alessio","male","male","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"320","Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims","2014-11-01","English","Elvira","female","female","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"321","Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims","2014-11-01","English","Irene","female","female","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"322","Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims","2014-11-01","English","Monica","female","female","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"323","Posttraumatic stress symptoms, dissociation, and alexithymia in an Italian sample of flood victims","2014-11-01","English","Giuseppe","male","male","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"324","Survival benefit of adjuvant radiotherapy in stage III and IV bladder cancer: results of 170 patients","2014-11-01","English","Yasser","male","male","Cancer Management and Research ","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"325","Survival benefit of adjuvant radiotherapy in stage III and IV bladder cancer: results of 170 patients","2014-11-01","English","Tarek","male","male","Cancer Management and Research ","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"326","Survival benefit of adjuvant radiotherapy in stage III and IV bladder cancer: results of 170 patients","2014-11-01","English","Hossam","male","male","Cancer Management and Research ","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"327","Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells","2014-11-01","English","Stephanie","female","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"328","Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells","2014-11-01","English","Grit","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"329","Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells","2014-11-01","English","Katharina","female","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"330","Pharmacokinetics on a microscale: visualizing Cy5-labeled oligonucleotide release from poly(n-butylcyanoacrylate) nanocapsules in cells","2014-11-01","English","Volker","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"331","Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system","2014-11-01","English","Wenjie","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"332","Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system","2014-11-01","English","Ding","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"333","Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system","2014-11-01","English","Jing","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"334","Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system","2014-11-01","English","Yan","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"335","Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system","2014-11-01","English","Congyan","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"336","Enhanced stability and antibacterial efficacy of a traditional Chinese medicine-mediated silver nanoparticle delivery system","2014-11-01","English","Jing","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"337","Comparison of prophylactic higher fluence corneal cross-linking to control, in myopic LASIK,&amp;nbsp;one year results","2014-11-01","English","Anastasios","male","male","Clinical Ophthalmology","Dove Press","['\n', 'Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"338","Comparison of prophylactic higher fluence corneal cross-linking to control, in myopic LASIK,&amp;nbsp;one year results","2014-11-01","English","George","male","male","Clinical Ophthalmology","Dove Press","['\n', 'Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"339","Comparison of prophylactic higher fluence corneal cross-linking to control, in myopic LASIK,&amp;nbsp;one year results","2014-11-01","English","Costas","male","male","Clinical Ophthalmology","Dove Press","['\n', 'Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"340","Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation","2014-11-01","English","Tianpeng","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"341","Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation","2014-11-01","English","Guijiang","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"342","Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation","2014-11-01","English","Tianpeng","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"343","Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation","2014-11-01","English","Zhiguo","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"344","Effects of PEGylated lipid nanoparticles on the oral absorption of one BCS II drug: a mechanistic investigation","2014-11-01","English","Baojian","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"345","Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus","2014-11-01","English","Mario","male","male","Journal of Pain Research","Dove Press","['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"346","Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus","2014-11-01","English","Kevin","male","male","Journal of Pain Research","Dove Press","['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"347","Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus","2014-11-01","English","Jiang-Ti","unknown","unknown","Journal of Pain Research","Dove Press","['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"348","Conditioned pain modulation is minimally influenced by cognitive evaluation or imagery of the conditioning stimulus","2014-11-01","English","Sean","male","male","Journal of Pain Research","Dove Press","['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"349","UR Well Eye Care: a model for medical student ophthalmology education and service in the community","2014-11-01","English","Kyle","unknown","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"350","UR Well Eye Care: a model for medical student ophthalmology education and service in the community","2014-11-01","English","Holly","female","female","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","female"
"351","Myocardial T1 mapping: where are we now and where are we going?","2014-11-01","English","Amna","female","female","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"352","Myocardial T1 mapping: where are we now and where are we going?","2014-11-01","English","Thomas","male","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"353","Myocardial T1 mapping: where are we now and where are we going?","2014-11-01","English","James","male","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"354","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Ikuko","female","female","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"355","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Kenichi","male","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"356","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Makoto","male","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"357","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Kazuo","male","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"358","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Toru","male","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"359","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Kunihiko","unknown","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"360","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Ikuo","unknown","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"361","Fluctuant tonus of the coronary arteries possibly documented by repeated multidetector row computed tomography","2014-11-01","English","Michihiro","unknown","male","Research Reports in Clinical Cardiology","Dove Press","['Diseases of the circulatory (Cardiovascular) system', 'RC666-701', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"362","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Pinar","female","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"363","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Latife","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"364","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Sevgi","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"365","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Zerrin","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"366","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Hazan","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"367","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Makbule","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"368","The association of apoptotic protein expressions sensitive to apoptosis gene, p73 and p53 with the prognosis of cervical carcinoma","2014-11-01","English","Oya","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"369","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Fang-Jing","unknown","unknown","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"370","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Guang-Yu","unknown","unknown","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"371","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Li","unknown","female","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"372","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Shuang","unknown","unisex","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"373","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Guang-Yu","unknown","unknown","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"374","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Jiong","unknown","unisex","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"375","Impact of type 2 diabetes mellitus on the prognosis of early stage triple-negative breast cancer in People&amp;rsquo;s Republic of China","2014-11-01","English","Zhi-Ming","unknown","unisex","OncoTargets and Therapy","Dove Press","['\n', 'Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"376","Necrotizing RPGN with linear anti IgG deposits in a patient with history of granulomatosis with polyangiitis: a case report","2014-11-01","English","Ninad","male","male","International Journal of Nephrology and Renovascular Disease ","Dove Press","['Diseases of the genitourinary system. Urology', 'RC870-923', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"377","Necrotizing RPGN with linear anti IgG deposits in a patient with history of granulomatosis with polyangiitis: a case report","2014-11-01","English","Edward","male","male","International Journal of Nephrology and Renovascular Disease ","Dove Press","['Diseases of the genitourinary system. Urology', 'RC870-923', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"378","Necrotizing RPGN with linear anti IgG deposits in a patient with history of granulomatosis with polyangiitis: a case report","2014-11-01","English","Suzanne","female","female","International Journal of Nephrology and Renovascular Disease ","Dove Press","['Diseases of the genitourinary system. Urology', 'RC870-923', 'Specialties of internal medicine', 'RC581-951', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"379","The Mobi-C cervical disc for one-level and two-level cervical disc replacement: a review of the literature","2014-11-01","English","Matthew","male","male","Medical Devices : Evidence and Research","Dove Press","['Medical technology', 'R855-855.5', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"380","The Mobi-C cervical disc for one-level and two-level cervical disc replacement: a review of the literature","2014-11-01","English","Thomas","male","male","Medical Devices : Evidence and Research","Dove Press","['Medical technology', 'R855-855.5', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"381","Profile of aripiprazole in the treatment of bipolar disorder in children and adolescents","2014-11-01","English","misparsed","unknown","unknown","Adolescent Health","Dove Press","['Pediatrics', 'RJ1-570', 'Medicine', 'R']","unknown"
"382","Pediatric clinical trials: a US perspective","2014-11-01","English","Matthew","male","male","Open Access Journal of Clinical Trials","Dove Press","['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"383","Pediatric clinical trials: a US perspective","2014-11-01","English","Margo","female","female","Open Access Journal of Clinical Trials","Dove Press","['\n', 'Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"384","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Rasaaq","unknown","unknown","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"385","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Amanze","unknown","unknown","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"386","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Michael","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"387","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Anthony","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"388","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Tuoyo","unknown","unknown","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"389","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Victor","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"390","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Olaniyi","unknown","unknown","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"391","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Luqman","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"392","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Olufemi","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"393","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Suraj","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"394","Evaluation of the indications and arrhythmic patterns of 24 hour Holter electrocardiography among hypertensive and diabetic patients seen at OAUTHC, Ile-Ife Nigeria","2014-11-01","English","Omolola","female","female","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"395","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Ting","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"396","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Keng","male","male","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"397","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Yang","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"398","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Lingya","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"399","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Jinghe","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"400","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Ming","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"401","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Huifang","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"402","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Dongyan","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"403","Neoadjuvant chemotherapy in locally advanced cervical carcinoma: which is better, intravenous or intra-arterial?","2014-11-01","English","Jiaxin","female","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"404","Virulence and antimicrobial resistance of Escherichia coli isolated from Tigris River and children diarrhea","2014-11-01","English","Israa","female","female","Infection and Drug Resistance","Dove Press","['Infectious and parasitic diseases', 'RC109-216', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"405","Virulence and antimicrobial resistance of Escherichia coli isolated from Tigris River and children diarrhea","2014-11-01","English","Rana","unknown","female","Infection and Drug Resistance","Dove Press","['Infectious and parasitic diseases', 'RC109-216', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"406","Virulence and antimicrobial resistance of Escherichia coli isolated from Tigris River and children diarrhea","2014-11-01","English","Mahmoud","male","male","Infection and Drug Resistance","Dove Press","['Infectious and parasitic diseases', 'RC109-216', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"407","Clinical utility of fixed-dose combinations in hypertension: evidence for the potential of nebivolol/valsartan","2014-11-01","English","Jasmina","female","female","Integrated Blood Pressure Control","Dove Press","['Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"408","Clinical utility of fixed-dose combinations in hypertension: evidence for the potential of nebivolol/valsartan","2014-11-01","English","Henry","male","male","Integrated Blood Pressure Control","Dove Press","['Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"409","Clinical utility of fixed-dose combinations in hypertension: evidence for the potential of nebivolol/valsartan","2014-11-01","English","Carlos","male","male","Integrated Blood Pressure Control","Dove Press","['Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"410","Antibiotic-prescribing patterns for Iraqi patients during Ramadan","2014-11-01","English","Ehab","male","male","Patient Preference and Adherence","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"411","Antibiotic-prescribing patterns for Iraqi patients during Ramadan","2014-11-01","English","Ali","unknown","female","Patient Preference and Adherence","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"412","A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study","2014-11-01","English","GS","unknown","unknown","Clinical","Dove Press","['Dentistry', 'RK1-715', 'Medicine', 'R']","unknown"
"413","A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study","2014-11-01","English","BS","unknown","unknown","Clinical","Dove Press","['Dentistry', 'RK1-715', 'Medicine', 'R']","unknown"
"414","A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study","2014-11-01","English","Harsh","male","male","Clinical","Dove Press","['Dentistry', 'RK1-715', 'Medicine', 'R']","male"
